Load (MW)
1,1555.8939988564387
2,1364.050255858908
3,1302.6799406492446
4,1247.8007131945192
5,1403.8107344917867
6,1840.6707418209598
7,1856.1597633723582
8,1715.7406482384556
9,1929.138959626265
10,1965.093065015604
11,1995.9720317644483
12,2083.4665159425017
13,2075.616209055615
14,2090.856865442166
15,2135.7618634742616
16,2188.8872862245616
17,2143.7979047277154
18,2088.8489682793684
19,2268.2602054542467
20,2466.4439756354627
21,2481.079066278056
22,2200.116104181302
23,2038.4400837253024
24,1712.1841081442667
25,1546.9868397098187
26,1326.1256517613435
27,1291.7123364885326
28,1247.8822274989288
29,1446.4751262763234
30,1841.74859430873
31,1867.162381744108
32,1650.7118215545115
33,1862.4148273606645
34,1952.0610252961535
35,2060.2062823315214
36,2153.830863488251
37,2149.2641488578734
38,2082.907234958785
39,2068.389277030834
40,2185.8946192401254
41,2137.544232501353
42,2092.217219040219
43,2189.604619852596
44,2473.725359346996
45,2488.1691787352493
46,2276.9273765469798
47,1973.293914530662
48,1669.2491789731746
49,1553.096616367
50,1329.3016119955835
51,1261.920661980915
52,1241.1351639038655
53,1407.2404678342682
54,1853.7211966280095
55,1912.9874913922872
56,1703.9879426497432
57,1856.4167298764185
58,2017.5035325773474
59,1999.4603578854305
60,2078.9989887671004
61,2150.8753994176695
62,2015.7981785237753
63,2086.517008759
64,2188.160258930084
65,2217.274027912622
66,2094.6591084173106
67,2254.7373837605824
68,2466.192920120779
69,2403.946713898217
70,2195.037403029632
71,1978.4997483363566
72,1665.2654953722376
73,1503.819635137083
74,1365.2618686580886
75,1291.8366575889347
76,1250.5850073729075
77,1396.20378349084
78,1792.271978688147
79,1928.5517235230511
80,1702.5651710958289
81,1864.3009244419795
82,2017.3550435379784
83,2052.213371958908
84,2082.756399590255
85,2085.5720943645565
86,2083.6815339306227
87,2145.141141283857
88,2197.7589304526778
89,2215.957486887065
90,2086.161275917342
91,2266.081855362946
92,2475.2620713980027
93,2467.4284251229415
94,2271.279350134604
95,1978.2419325015085
96,1660.9341591582688
97,1551.7279382930135
98,1358.6772970646705
99,1253.465170521397
100,1277.3361489392255
101,1398.0395220749185
102,1789.8055087743971
103,1864.0799665297388
104,1655.1810273231831
105,1862.1005946492312
106,1959.8783632577865
107,2071.4483803457906
108,2080.1720514167614
109,2146.869870030621
110,2015.9419608773308
111,2086.370395769802
112,2133.5953167807816
113,2135.0740795091506
114,2094.580914206306
115,2200.4177889625903
116,2537.0096286934086
117,2397.5630606289515
118,2279.140892201865
119,2034.0483439619622
120,1719.6549606477558
121,1515.713133732287
122,1322.2964671106708
123,1301.6765883805847
124,1244.628591808254
125,1448.9931870950684
126,1844.448607846323
127,1864.393042353076
128,1652.2773840510554
129,1862.5230204844559
130,1951.113879890111
131,2058.1916310748334
132,2147.0278205943605
133,2069.1390920229073
134,2078.665773577527
135,2143.5778762143937
136,2120.644694574804
137,2152.0070125516
138,2163.068852319703
139,2197.292588386205
140,2539.6138920813632
141,2401.4215183758247
142,2277.610943221034
143,2032.1947660526716
144,1668.8032737973947
145,1507.2451070866732
146,1318.5762744534068
147,1261.841166916111
148,1238.859909288799
149,1404.9316496913739
150,1790.8266732786933
151,1865.6212818667943
152,1656.2365860790778
153,1925.6496116493015
154,1962.6355088994528
155,1994.686039453312
156,2148.7173134848053
157,2137.1856563671877
158,2078.7329108923077
159,2068.572445755975
160,2130.351309312144
161,2138.8064052087707
162,2162.9655364417686
163,2185.4209271974096
164,2534.2407149484134
165,2415.0635100272066
166,2196.0814788391835
167,1977.5539212541987
168,1667.729845700643
169,1504.120883042139
170,1363.1441317241706
171,1263.9102572181478
172,1246.45246356479
173,1445.9767677901002
174,1792.9816968133155
175,1872.2817808608477
176,1712.4827533601765
177,1855.1362062867177
178,2016.3199496651785
179,1993.6744463337589
180,2148.347115548411
181,2084.064247085767
182,2086.4132480863163
183,2079.841868801994
184,2128.6066414312622
185,2207.124887283218
186,2156.8887038487305
187,2263.033594146256
188,2456.1786608094008
189,2408.312657854299
190,2213.37695889142
191,2039.960555038032
192,1662.2142618207783
193,1515.0418026309662
194,1360.2170496354831
195,1291.4867428311277
196,1246.2918079815977
197,1441.4936470242014
198,1850.4651883501163
199,1860.0804010327747
200,1661.2079600630468
201,1871.657935111712
202,2012.794562453343
203,2004.9478013614928
204,2081.364463637837
205,2147.7942738274282
206,2091.361586594132
207,2138.224364645517
208,2187.5719335189888
209,2132.8509311436533
210,2088.950398087765
211,2188.1696432778895
212,2541.472031928248
213,2479.2040889456703
214,2203.8878118582784
215,2049.225542800509
216,1671.2520240227952
217,1554.9005259035093
218,1321.1694391154756
219,1254.770131436018
220,1282.2921406960431
221,1403.1779060874862
222,1799.122628615912
223,1857.686202070997
224,1704.7410948084719
225,1865.9584444714412
226,1965.7432278333704
227,2053.307286366459
228,2073.526244848248
229,2141.41239330584
230,2092.4882567485797
231,2133.075742782974
232,2130.294104114758
233,2208.0869010159463
234,2102.793129267399
235,2267.3285594518393
236,2454.4941749515415
237,2474.044490106437
238,2267.4260952769223
239,1982.0128840940044
240,1674.9412647422614
241,1558.449870100625
242,1365.3794302381802
243,1258.5242156132972
244,1239.6700779703995
245,1451.1135572349856
246,1852.493364485415
247,1856.8075419207307
248,1708.3000234533222
249,1924.408112229642
250,2027.2896472109926
251,1998.6484854752584
252,2150.6186899867066
253,2077.908692787069
254,2076.584399752021
255,2144.9130363591357
256,2189.514653913712
257,2198.5484107050697
258,2090.343976916585
259,2183.019233754306
260,2470.13683622228
261,2483.818525815391
262,2267.433930211183
263,2035.9771962447824
264,1671.3621769132242
265,1511.1059012185108
266,1359.0890022867165
267,1301.8608767862304
268,1287.9543214694277
269,1406.1610834519906
270,1838.2690573266384
271,1863.8667530549012
272,1708.2512590033023
273,1929.2056595550089
274,2019.4572404711778
275,2000.5230485664629
276,2143.476780201794
277,2143.2983420390065
278,2083.0969393459795
279,2146.2644505910753
280,2125.2500077389864
281,2144.6324487199117
282,2092.879673173657
283,2251.1720544182213
284,2543.7679070762188
285,2415.7038723105466
286,2215.3990469435716
287,2035.4274047630718
288,1715.6171524680994
289,1547.1636179076845
290,1325.5639341771484
291,1300.4942811715457
292,1285.8647735434454
293,1398.720085767682
294,1795.0591117398772
295,1872.216952954674
296,1702.250392917032
297,1858.963959650407
298,2014.9178466068934
299,2056.4576290304353
300,2080.9229305872486
301,2073.1917634958536
302,2073.2748357798655
303,2082.148178192861
304,2128.2313405649234
305,2198.6270595544747
306,2099.5637455585447
307,2266.7108572826733
308,2542.2877772375396
309,2478.112589850288
310,2210.504362019711
311,2040.6535545590236
312,1722.850002788158
313,1512.9507489963344
314,1330.465057045592
315,1262.298401384516
316,1283.3234829936002
317,1398.1563408858967
318,1787.7292877431257
319,1923.0235649428853
320,1714.4761971132639
321,1858.8233133828128
322,2020.001818705222
323,2006.1736740253891
324,2071.6987583483697
325,2143.153045324641
326,2029.764861616572
327,2084.452255451781
328,2140.773186101405
329,2210.685763156767
330,2165.5581182402075
331,2199.0063591822445
332,2464.7661391154893
333,2469.8359545665185
334,2271.338920321426
335,1984.0883306052397
336,1663.5290550834484
337,1509.3656457788336
338,1360.253389108798
339,1303.2072434967424
340,1240.74848003464
